"Population census statistics 1987-2010"

"Kemi","Share of population in the lowest income decile (%)",13.8,14.3
"Kemijärvi","Share of population in the lowest income decile (%)",9.6,9.5
"Keminmaa","Share of population in the lowest income decile (%)",8.9,7.4
"Kemiönsaari","Share of population in the lowest income decile (%)",8.3,7.7
"Kempele","Share of population in the lowest income decile (%)",6.4,6.9
"Kerava","Share of population in the lowest income decile (%)",6.3,7.7
"Kerimäki","Share of population in the lowest income decile (%)",11.0,9.0
"Kesälahti","Share of population in the lowest income decile (%)",13.9,12.9
"Keuruu","Share of population in the lowest income decile (%)",11.0,10.1
"Kihniö","Share of population in the lowest income decile (%)",14.3,12.1
"Kiikoinen","Share of population in the lowest income decile (%)",17.4,12.8
"Kiiminki","Share of population in the lowest income decile (%)",7.5,8.0
"Kinnula","Share of population in the lowest income decile (%)",22.0,13.9
"Kirkkonummi","Share of population in the lowest income decile (%)",5.9,6.0
"Kitee","Share of population in the lowest income decile (%)",13.0,11.9
"Kittilä","Share of population in the lowest income decile (%)",11.3,8.7
"Kiuruvesi","Share of population in the lowest income decile (%)",15.8,12.6
"Kivijärvi","Share of population in the lowest income decile (%)",21.0,15.2
"Kokemäki","Share of population in the lowest income decile (%)",11.0,9.2
"Kokkola","Share of population in the lowest income decile (%)",10.3,8.7
"Kolari","Share of population in the lowest income decile (%)",9.8,7.3
"Konnevesi","Share of population in the lowest income decile (%)",12.0,11.2
"Kontiolahti","Share of population in the lowest income decile (%)",8.9,7.9
"Korsnäs","Share of population in the lowest income decile (%)",6.9,6.2
"Koski Tl","Share of population in the lowest income decile (%)",8.7,9.6
"Kotka","Share of population in the lowest income decile (%)",9.9,11.5
"Kouvola","Share of population in the lowest income decile (%)",9.4,9.3
"Kristiinankaupunki","Share of population in the lowest income decile (%)",9.8,7.4
"Kruunupyy","Share of population in the lowest income decile (%)",6.1,4.9
"Kuhmo","Share of population in the lowest income decile (%)",12.5,10.6
"Kuhmoinen","Share of population in the lowest income decile (%)",15.0,11.3
"Kumlinge","Share of population in the lowest income decile (%)",9.8,7.2
"Kuopio","Share of population in the lowest income decile (%)",13.1,13.1
"Kuortane","Share of population in the lowest income decile (%)",8.6,7.3
"Kurikka","Share of population in the lowest income decile (%)",10.1,8.7
"Kustavi","Share of population in the lowest income decile (%)",10.7,10.8
"Kuusamo","Share of population in the lowest income decile (%)",13.3,11.0
"Kyyjärvi","Share of population in the lowest income decile (%)",13.9,8.0
"Kärkölä","Share of population in the lowest income decile (%)",8.5,7.1
"Kärsämäki","Share of population in the lowest income decile (%)",16.7,12.3
"Kökar","Share of population in the lowest income decile (%)",12.5,11.2
"Köyliö","Share of population in the lowest income decile (%)",8.4,6.5
"Lahti","Share of population in the lowest income decile (%)",12.6,12.6
"Laihia","Share of population in the lowest income decile (%)",6.7,5.3
"Laitila","Share of population in the lowest income decile (%)",9.2,8.4
"Lapinjärvi","Share of population in the lowest income decile (%)",9.2,6.6
"Lapinlahti","Share of population in the lowest income decile (%)",14.3,12.5
"Lappajärvi","Share of population in the lowest income decile (%)",11.4,9.2
"Lappeenranta","Share of population in the lowest income decile (%)",11.0,11.5
"Lapua","Share of population in the lowest income decile (%)",8.0,7.0
"Laukaa","Share of population in the lowest income decile (%)",9.2,8.6
"Lavia","Share of population in the lowest income decile (%)",14.4,11.9
"Lemi","Share of population in the lowest income decile (%)",11.3,7.8
"Lemland","Share of population in the lowest income decile (%)",2.8,3.9
"Lempäälä","Share of population in the lowest income decile (%)",7.2,6.6
"Leppävirta","Share of population in the lowest income decile (%)",12.2,9.3
"Lestijärvi","Share of population in the lowest income decile (%)",15.2,9.7
"Lieksa","Share of population in the lowest income decile (%)",14.0,13.3
"Lieto","Share of population in the lowest income decile (%)",5.0,4.4
"Liminka","Share of population in the lowest income decile (%)",12.6,11.0
"Liperi","Share of population in the lowest income decile (%)",13.9,10.6
"Lohja","Share of population in the lowest income decile (%)",6.8,6.8
"Loimaa","Share of population in the lowest income decile (%)",9.9,9.3
"Loppi","Share of population in the lowest income decile (%)",10.6,7.2
"Loviisa","Share of population in the lowest income decile (%)",9.1,7.7
"Luhanka","Share of population in the lowest income decile (%)",16.8,9.8
"Lumijoki","Share of population in the lowest income decile (%)",14.0,14.4
"Lumparland","Share of population in the lowest income decile (%)",3.2,2.3
"Luoto","Share of population in the lowest income decile (%)",11.7,6.7
"Luumäki","Share of population in the lowest income decile (%)",10.8,8.1
"Luvia","Share of population in the lowest income decile (%)",9.2,4.8
"Maalahti","Share of population in the lowest income decile (%)",8.5,6.0
"Maaninka","Share of population in the lowest income decile (%)",13.6,8.7
"Maarianhamina - Mariehamn","Share of population in the lowest income decile (%)",4.4,6.8
"Marttila","Share of population in the lowest income decile (%)",10.6,9.0
"Masku","Share of population in the lowest income decile (%)",4.2,3.0
"Merijärvi","Share of population in the lowest income decile (%)",18.6,16.6
"Merikarvia","Share of population in the lowest income decile (%)",13.2,12.4
"Miehikkälä","Share of population in the lowest income decile (%)",11.7,11.4
"Mikkeli","Share of population in the lowest income decile (%)",11.8,10.4
"Muhos","Share of population in the lowest income decile (%)",10.4,10.6
"Multia","Share of population in the lowest income decile (%)",13.5,12.0
"Muonio","Share of population in the lowest income decile (%)",8.7,7.2
"Mustasaari","Share of population in the lowest income decile (%)",5.4,3.6
"Muurame","Share of population in the lowest income decile (%)",7.7,6.2
"Mynämäki","Share of population in the lowest income decile (%)",8.0,6.5
"Myrskylä","Share of population in the lowest income decile (%)",11.3,9.1
"Mäntsälä","Share of population in the lowest income decile (%)",7.8,6.7
"Mänttä-Vilppula","Share of population in the lowest income decile (%)",9.2,8.6
"Mäntyharju","Share of population in the lowest income decile (%)",13.4,10.0
"Naantali","Share of population in the lowest income decile (%)",6.7,6.1
"Nakkila","Share of population in the lowest income decile (%)",9.5,9.1
"Nastola","Share of population in the lowest income decile (%)",10.5,8.5
"Nilsiä","Share of population in the lowest income decile (%)",13.3,10.2
"Nivala","Share of population in the lowest income decile (%)",13.9,13.2
"Nokia","Share of population in the lowest income decile (%)",6.1,6.8
"Nousiainen","Share of population in the lowest income decile (%)",4.3,4.6
"Nummi-Pusula","Share of population in the lowest income decile (%)",8.5,7.9
"Nurmes","Share of population in the lowest income decile (%)",16.5,13.3
"Nurmijärvi","Share of population in the lowest income decile (%)",5.2,4.8
"Närpiö","Share of population in the lowest income decile (%)",6.9,5.1
"Orimattila","Share of population in the lowest income decile (%)",9.7,8.8
"Oripää","Share of population in the lowest income decile (%)",8.8,7.9
"Orivesi","Share of population in the lowest income decile (%)",11.2,8.7
"Oulainen","Share of population in the lowest income decile (%)",12.2,13.5
"Oulu","Share of population in the lowest income decile (%)",11.2,14.4
"Oulunsalo","Share of population in the lowest income decile (%)",9.3,9.0
"Outokumpu","Share of population in the lowest income decile (%)",14.3,14.6
"Padasjoki","Share of population in the lowest income decile (%)",10.7,10.7
"Paimio","Share of population in the lowest income decile (%)",6.2,6.3
"Paltamo","Share of population in the lowest income decile (%)",14.2,10.5
"Parainen","Share of population in the lowest income decile (%)",7.9,6.5
"Parikkala","Share of population in the lowest income decile (%)",12.2,10.5
"Parkano","Share of population in the lowest income decile (%)",11.1,9.3
"Pedersören kunta","Share of population in the lowest income decile (%)",7.8,5.9
"Pelkosenniemi","Share of population in the lowest income decile (%)",9.3,8.0
"Pello","Share of population in the lowest income decile (%)",10.6,7.9
"Perho","Share of population in the lowest income decile (%)",13.7,13.7
"Pertunmaa","Share of population in the lowest income decile (%)",15.8,14.1
"Petäjävesi","Share of population in the lowest income decile (%)",13.8,10.4
"Pieksämäki","Share of population in the lowest income decile (%)",12.5,9.9
"Pielavesi","Share of population in the lowest income decile (%)",15.4,13.0
"Pietarsaari","Share of population in the lowest income decile (%)",7.4,8.4
"Pihtipudas","Share of population in the lowest income decile (%)",15.7,13.0
"Pirkkala","Share of population in the lowest income decile (%)",6.7,5.1
"Polvijärvi","Share of population in the lowest income decile (%)",19.1,15.9
"Pomarkku","Share of population in the lowest income decile (%)",13.6,11.4
"Pori","Share of population in the lowest income decile (%)",12.0,10.2
"Pornainen","Share of population in the lowest income decile (%)",6.7,5.7
"Porvoo","Share of population in the lowest income decile (%)",8.0,7.4
"Posio","Share of population in the lowest income decile (%)",11.8,10.5
"Pudasjärvi","Share of population in the lowest income decile (%)",18.4,15.9
"Pukkila","Share of population in the lowest income decile (%)",11.1,7.5
"Punkaharju","Share of population in the lowest income decile (%)",9.1,7.7
"Punkalaidun","Share of population in the lowest income decile (%)",13.0,11.5
"Puolanka","Share of population in the lowest income decile (%)",14.0,11.0
"Puumala","Share of population in the lowest income decile (%)",13.7,9.4
"Pyhtää","Share of population in the lowest income decile (%)",7.6,5.9
"Pyhäjoki","Share of population in the lowest income decile (%)",11.4,6.8
"Pyhäjärvi","Share of population in the lowest income decile (%)",14.0,10.2
"Pyhäntä","Share of population in the lowest income decile (%)",10.9,7.3
"Pyhäranta","Share of population in the lowest income decile (%)",6.3,3.8
"Pälkäne","Share of population in the lowest income decile (%)",10.3,8.6
"Pöytyä","Share of population in the lowest income decile (%)",10.0,8.4
"Raahe","Share of population in the lowest income decile (%)",9.7,10.8
"Raasepori","Share of population in the lowest income decile (%)",8.5,8.0
"Raisio","Share of population in the lowest income decile (%)",7.6,7.5
"Rantasalmi","Share of population in the lowest income decile (%)",12.8,10.4
"Ranua","Share of population in the lowest income decile (%)",21.5,15.1
"Rauma","Share of population in the lowest income decile (%)",9.3,7.4
"Rautalampi","Share of population in the lowest income decile (%)",17.0,11.3
"Rautavaara","Share of population in the lowest income decile (%)",16.5,11.4
"Rautjärvi","Share of population in the lowest income decile (%)",8.1,7.8
"Reisjärvi","Share of population in the lowest income decile (%)",14.4,10.7
"Riihimäki","Share of population in the lowest income decile (%)",9.8,9.2
"Ristiina","Share of population in the lowest income decile (%)",11.9,9.3
"Ristijärvi","Share of population in the lowest income decile (%)",12.5,12.5
"Rovaniemi","Share of population in the lowest income decile (%)",13.8,13.3
"Ruokolahti","Share of population in the lowest income decile (%)",8.0,7.4
"Ruovesi","Share of population in the lowest income decile (%)",9.8,7.8
"Rusko","Share of population in the lowest income decile (%)",4.1,3.1
"Rääkkylä","Share of population in the lowest income decile (%)",20.8,16.8
"Saarijärvi","Share of population in the lowest income decile (%)",13.0,11.2
"Salla","Share of population in the lowest income decile (%)",11.5,9.4
"Salo","Share of population in the lowest income decile (%)",8.3,9.4
"Saltvik","Share of population in the lowest income decile (%)",5.1,4.0
"Sastamala","Share of population in the lowest income decile (%)",10.9,9.9
"Sauvo","Share of population in the lowest income decile (%)",8.8,6.1
"Savitaipale","Share of population in the lowest income decile (%)",9.8,9.2
"Savonlinna","Share of population in the lowest income decile (%)",13.4,12.1
"Savukoski","Share of population in the lowest income decile (%)",12.5,9.9
"Seinäjoki","Share of population in the lowest income decile (%)",9.5,9.0
"Sievi","Share of population in the lowest income decile (%)",14.8,14.8
"Siikainen","Share of population in the lowest income decile (%)",13.9,14.0
"Siikajoki","Share of population in the lowest income decile (%)",15.7,12.5
"Siikalatva","Share of population in the lowest income decile (%)",12.7,11.9
"Siilinjärvi","Share of population in the lowest income decile (%)",8.8,6.3
"Simo","Share of population in the lowest income decile (%)",10.9,7.1
"Sipoo","Share of population in the lowest income decile (%)",4.7,4.5
"Siuntio","Share of population in the lowest income decile (%)",4.8,4.7
"Sodankylä","Share of population in the lowest income decile (%)",14.1,9.7
"Soini","Share of population in the lowest income decile (%)",13.4,9.4
"Somero","Share of population in the lowest income decile (%)",9.8,8.7
"Sonkajärvi","Share of population in the lowest income decile (%)",15.1,10.6
"Sotkamo","Share of population in the lowest income decile (%)",10.4,8.6
"Sottunga","Share of population in the lowest income decile (%)",0.0,6.0
"Sulkava","Share of population in the lowest income decile (%)",12.5,9.9
"Sund","Share of population in the lowest income decile (%)",4.7,4.9
"Suomenniemi","Share of population in the lowest income decile (%)",13.2,14.2
"Suomussalmi","Share of population in the lowest income decile (%)",12.8,10.5
"Suonenjoki","Share of population in the lowest income decile (%)",14.5,11.2
"Sysmä","Share of population in the lowest income decile (%)",14.0,11.8
"Säkylä","Share of population in the lowest income decile (%)",5.7,6.1
"Taipalsaari","Share of population in the lowest income decile (%)",7.2,7.3
"Taivalkoski","Share of population in the lowest income decile (%)",19.2,14.7
"Taivassalo","Share of population in the lowest income decile (%)",10.5,8.2
"Tammela","Share of population in the lowest income decile (%)",7.9,7.5
"Tampere","Share of population in the lowest income decile (%)",11.1,14.2
"Tarvasjoki","Share of population in the lowest income decile (%)",7.8,5.0
"Tervo","Share of population in the lowest income decile (%)",16.2,11.6
"Tervola","Share of population in the lowest income decile (%)",12.9,8.6
"Teuva","Share of population in the lowest income decile (%)",10.6,7.6
"Tohmajärvi","Share of population in the lowest income decile (%)",17.0,13.8
"Toholampi","Share of population in the lowest income decile (%)",9.7,10.6
"Toivakka","Share of population in the lowest income decile (%)",11.5,8.8
"Tornio","Share of population in the lowest income decile (%)",12.4,11.7
"Turku","Share of population in the lowest income decile (%)",13.3,14.6
"Tuusniemi","Share of population in the lowest income decile (%)",16.6,13.6
"Tuusula","Share of population in the lowest income decile (%)",4.6,4.5
"Tyrnävä","Share of population in the lowest income decile (%)",13.4,15.7
"Töysä","Share of population in the lowest income decile (%)",15.2,13.0
"Ulvila","Share of population in the lowest income decile (%)",8.6,6.8
"Urjala","Share of population in the lowest income decile (%)",12.2,11.7
"Utajärvi","Share of population in the lowest income decile (%)",14.0,13.2
"Utsjoki","Share of population in the lowest income decile (%)",14.0,12.3
"Uurainen","Share of population in the lowest income decile (%)",14.0,12.6
"Uusikaarlepyy","Share of population in the lowest income decile (%)",6.5,6.4
"Uusikaupunki","Share of population in the lowest income decile (%)",8.9,8.5
"Vaala","Share of population in the lowest income decile (%)",13.3,10.5
"Vaasa","Share of population in the lowest income decile (%)",10.7,12.0
"Valkeakoski","Share of population in the lowest income decile (%)",6.6,7.5
"Valtimo","Share of population in the lowest income decile (%)",17.7,10.3
"Vantaa","Share of population in the lowest income decile (%)",7.8,9.5
"Varkaus","Share of population in the lowest income decile (%)",10.5,12.2
"Vehmaa","Share of population in the lowest income decile (%)",11.9,9.1
"Vesanto","Share of population in the lowest income decile (%)",16.8,10.5
"Vesilahti","Share of population in the lowest income decile (%)",9.5,6.2
"Veteli","Share of population in the lowest income decile (%)",9.3,7.6
"Vieremä","Share of population in the lowest income decile (%)",13.0,9.0
"Vihanti","Share of population in the lowest income decile (%)",14.4,11.4
"Vihti","Share of population in the lowest income decile (%)",6.5,6.6
"Viitasaari","Share of population in the lowest income decile (%)",13.1,9.6
"Vimpeli","Share of population in the lowest income decile (%)",8.0,8.4
"Virolahti","Share of population in the lowest income decile (%)",10.8,8.7
"Virrat","Share of population in the lowest income decile (%)",11.5,10.9
"Vårdö","Share of population in the lowest income decile (%)",5.7,4.0
"Vähäkyrö","Share of population in the lowest income decile (%)",7.7,7.1
"Vöyri","Share of population in the lowest income decile (%)",7.8,6.6
"Yli-Ii","Share of population in the lowest income decile (%)",19.2,10.8
"Ylitornio","Share of population in the lowest income decile (%)",10.8,10.0
"Ylivieska","Share of population in the lowest income decile (%)",10.4,10.1
"Ylöjärvi","Share of population in the lowest income decile (%)",7.5,7.0
"Ypäjä","Share of population in the lowest income decile (%)",12.1,9.4
"Ähtäri","Share of population in the lowest income decile (%)",10.7,10.3
"Äänekoski","Share of population in the lowest income decile (%)",10.5,10.3
